,Name,Type,Link,Latitude,Longitude,ImageUrl,Description
328,Zaliche,Greek,https://en.wikipedia.org//wiki/Zaliche,41°36′36″N,35°35′42″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Zaliche (Greek: Ζαλίχη) or Zaliches (Greek: Ζαλίχης) was an ancient town in the late Roman province of Helenopontus.
"
329,Zeugma (Commagene),Greek,https://en.wikipedia.org//wiki/Zeugma_(Commagene),37°3′31″N,37°51′57″E,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Zeugma.jpg/800px-Zeugma.jpg,"Zeugma (Greek: Ζεῦγμα) is an ancient Greek city of Commagene; located in modern Gaziantep Province, Turkey. It was named for the bridge of boats, or zeugma,[1] that crossed the Euphrates river at that location.[2] Zeugma Mosaic Museum contains mosaics from the site, and is one of the largest mosaic museums in the world.
"
330,Zile,Greek,https://en.wikipedia.org//wiki/Zile,40°18′N,35°53′E,,"Zile, anciently known as Zela (Greek: Ζῆλα) (still as Latin Catholic titular see), is a city and a district of Tokat Province, Turkey. Zile lies to the south of Amasya and the west of Tokat in north-central Turkey. The city has a long history, including as former bishopric and the site of the Battle of Zela, which prompted the phrase ""Veni, vidi, vici.""[3] Today the city is a center for agricultural marketing and tourism.
"
331,Adamkayalar,Roman,https://en.wikipedia.org//wiki/Adamkayalar,36°31′30″N,34°03′15″E,,"Adamkayalar (literally ""man-rocks"") is a location in Mersin Province, Turkey famous for rock carved figures.
"
332,Adana,Roman,https://en.wikipedia.org//wiki/Adana,37°0′N,35°19.28′E,,"
"
333,Adıyaman,Roman,https://en.wikipedia.org//wiki/Ad%C4%B1yaman,37°45′50″N,38°16′40″E,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Adiyaman%2C_Turkey_02.jpg/800px-Adiyaman%2C_Turkey_02.jpg,"
"
334,Aizanoi,Roman,https://en.wikipedia.org//wiki/Aizanoi,39°12′N,29°37′E,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Aizanoi.ZeusTemple.jpg/800px-Aizanoi.ZeusTemple.jpg,"Aizanoi (Ancient Greek: Αἰζανοί), Latinized as Aezani, was an Ancient Greek city in western Anatolia. Located in what is now Çavdarhisar, near Kütahya, its ruins are situated astride the River Penkalas, some 1,000 m (3,300 ft) above sea level. The city was an important political and economic centre in Roman times; surviving remains from the period include a well-preserved Temple of Zeus, unusual combined theatre-stadium complex, and macellum inscribed with the Price Edict of Diocletian. The city fell into decline in Late Antiquity. Later serving as a citadel, in 2012 the site was submitted for inscription on the UNESCO World Heritage List.[1]
"
335,Akkale,Roman,https://en.wikipedia.org//wiki/Akkale,36°22′N,34°13′E,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Akkale_spiral_staircase_Mersin_Province.JPG/800px-Akkale_spiral_staircase_Mersin_Province.JPG,"Akkale (literally ""white castle"") is the popular name given to ruins of a building complex in Kumkuyu town of Erdemli district, Mersin Province, Turkey
"
336,Alexandria Troas,Roman,https://en.wikipedia.org//wiki/Alexandria_Troas,39°45′06″N,26°09′31″E,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Troas_Therme_2.JPG/800px-Troas_Therme_2.JPG,"Alexandria Troas (""Alexandria of the Troad""; Greek: Αλεξάνδρεια Τρωάς; Turkish: Eski Stambul) is the site of an ancient Greek city situated on the Aegean Sea near the northern tip of Turkey's western coast, the area known historically as Troad. a little south of Tenedos (modern Bozcaada). It is located southeast of modern Dalyan, a village in the Ezine district of Çanakkale Province. The site sprawls over an estimated 400 hectares (990 acres); among the few structures remaining today are a ruined bath, an odeon, a theatre, gymnasium complex[1] and a recently uncovered stadion.[2]  The circuit of the old walls can still be traced.
"
337,Alinda,Roman,https://en.wikipedia.org//wiki/Alinda,37°33′30″N,27°49′25″E,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Alinda_Agora.JPG/800px-Alinda_Agora.JPG,"Alinda (Ancient Greek: Ἄλινδα) was an inland city and bishopric in ancient Caria, in Asia Minor (Anatolia). Modern scholars identify Alinda with the Hellenistic foundation of Alexandria ad Latmum (Ἀλεξάνδρεια πρὸς τῷ Λάτμῳ) noted by Stephanus of Byzantium.[1][2][3]
"
338,Allianoi,Roman,https://en.wikipedia.org//wiki/Allianoi,39°14′05″N,27°18′20″E,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/512px-Question_book-new.svg.png,"Allianoi (Greek: Αλλιανοί), is an ancient spa settlement, with remains dating predominantly from the Roman Empire period (2nd century AD) located near the city of Bergama (ancient Pergamon) in Turkey's İzmir Province. The site is at a distance of 18 kilometers to the northeast of Bergama, on the road to the neighboring town of İvrindi. Allianoi is directly inside the reservoir of the Yortanlı Dam, built by the Turkish State Hydraulic Works. After ongoing discussion in Turkey with regards to preserving Allianoi's ruins, the site was covered with sand and the dam was activated, resulting in Allianoi's complete inundation and destruction in February 2011.[citation needed]
"
339,Amorium,Roman,https://en.wikipedia.org//wiki/Amorium,39°01′14″N,31°17′21″E,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Amorion%2C_Unterstadt.jpg/800px-Amorion%2C_Unterstadt.jpg,"Amorium was a city in Phrygia, Asia Minor[1] which was founded in the Hellenistic period, flourished under the Byzantine Empire, and declined after the Arab sack of 838.  It was situated on the Byzantine military road from Constantinople to Cilicia.[2] Its ruins and höyük ('mound, tumulus') are located under and around the modern village of Hisarköy, 13 kilometers east of the district center, Emirdağ, Afyonkarahisar Province, Turkey.[3][4]
"
340,Anazarbus,Roman,https://en.wikipedia.org//wiki/Anazarbus,37°15′50″N,35°54′20″E,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Anavarza_Triumphal_arch_in_Anazarbus_2754.jpg/800px-Anavarza_Triumphal_arch_in_Anazarbus_2754.jpg,"
"
341,Ancient road in Tarsus,Roman,https://en.wikipedia.org//wiki/Ancient_road_in_Tarsus,36°55′04″N,34°53′33″E,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/512px-Question_book-new.svg.png,"Ancient road ( Turkish: Antik yol) at (36°55′04″N 34°53′33″E﻿ / ﻿36.91778°N 34.89250°E﻿ / 36.91778; 34.89250 extending to 36°55′02″N 34°53′35″E﻿ / ﻿36.91722°N 34.89306°E﻿ / 36.91722; 34.89306) is the unearthed section of an ancient road in the historical city of Tarsus, Turkey.
"
342,Antakya,Roman,https://en.wikipedia.org//wiki/Antakya,36°12′09″N,36°09′38″E,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/View_of_Antakya.jpg/800px-View_of_Antakya.jpg,"Antakya (Turkish pronunciation: [ɑnˈtɑkjɑ]), historically known as Antioch (Greek: Ἀντιόχεια, Armenian: Andiok - Անտիոք), is the capital of Hatay Province, the southernmost province of Turkey. The city is located in a well-watered and fertile valley on the Orontes River, about 20 kilometers (12 mi) from the Levantine Sea.
"
343,Antioch,Roman,https://en.wikipedia.org//wiki/Antioch,36°12′17″N,36°10′54″E,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Antiochia_su_Oronte.PNG/494px-Antiochia_su_Oronte.PNG,"Antioch on the Orontes (/ˈænti.ɒk/; Ancient Greek: Ἀντιόχεια ἡ ἐπὶ Ὀρόντου, Antiókheia hē epì Oróntou; also Syrian Antioch)[note 1] was an ancient Greek city[1] on the eastern side of the Orontes River. Its ruins lie near the current city of Antakya, Turkey, to which the ancient city lends its name.
"
344,Antioch of Pisidia,Roman,https://en.wikipedia.org//wiki/Antioch_of_Pisidia,38°18′22″N,31°11′21″E,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/512px-Question_book-new.svg.png,"Antioch in Pisidia – alternatively Antiochia in Pisidia or Pisidian Antioch (Greek: Ἀντιόχεια τῆς Πισιδίας) and in Roman Empire, Latin: Antiochia Caesareia or Antiochia Colonia Caesarea – is a city in the Turkish Lakes Region, which is at the crossroads of the Mediterranean, Aegean and Central Anatolian regions, and formerly on the border of Pisidia and Phrygia, hence also known as Antiochia in Phrygia. The site lies approximately 1 km northeast of Yalvaç, the modern town of Isparta Province. The city is on a hill with its highest point of 1236 m in the north.
"
345,Antiochia ad Cragum,Roman,https://en.wikipedia.org//wiki/Antiochia_ad_Cragum,36°09′26″N,32°24′56″E,,"Antiochia ad Cragum (Greek: Αντιόχεια του Κράγου) also known as Antiochetta or Latin: Antiochia Parva (meaning ""Little Antiochia"") is an ancient Hellenistic city on Mount Cragus overlooking the Mediterranean coast, in the region of Cilicia, in Anatolia. In modern-day Turkey the site is encompassed in the village of Güneyköy, District of Gazipaşa, Antalya Province.
"
346,Antiochia ad Pyramum,Roman,https://en.wikipedia.org//wiki/Antiochia_ad_Pyramum,36°32′39″N,35°20′46″E,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Heinrich_Kiepert._Asia_citerior.Cilicia.jpg/800px-Heinrich_Kiepert._Asia_citerior.Cilicia.jpg,"Antiochia ad Pyramum (Greek: Ἀντιόχεια πρὸς τὸν Πύραμον) was an ancient coastal city of Cilicia, on the Pyramus (also Pyramos, now the Ceyhan Nehri) river, in Anatolia. It was the successor settlement to Magarsa.[1] The location of the city is on the Karataş Peninsula, Adana Province, Turkey, a few km from the city of Karataş. The course of the Pyramus has changed markedly since ancient times and the location of the ruins is no longer adjacent to the river, but decidedly west of its present course. The formerly important ancient site of Mallus lies a few km inland from Antiochia ad Pyranum along the former course of the Pyramus.
"
347,Antiochia ad Taurum,Roman,https://en.wikipedia.org//wiki/Antiochia_ad_Taurum,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Heinrich_Kiepert._Asia_citerior.Cilicia.jpg/800px-Heinrich_Kiepert._Asia_citerior.Cilicia.jpg,"Antiochia ad Taurum (Ancient Greek: Ἀντιόχεια τοῦ Ταύρου; ""Antiochia in the Taurus"") was an ancient Hellenistic city in the Taurus Mountains of Cilicia (later Commagene province), Anatolia.[1]  Most modern scholars locate Antiochia ad Taurum at or near Gaziantep, Gaziantep Province, Turkey (formerly called Aïntab),[2][3][4] although past scholars tried to associate it with Aleppo (Arabic name Halab), Syria.[5]
"
348,Antiochia Lamotis,Roman,https://en.wikipedia.org//wiki/Antiochia_Lamotis,36°33′26″N,34°14′28″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Antiochia Lamotis (Greek: Αντιόχεια η Λαμωτίς), Antiochia in Isauria (Αντιόχεια της Ισαυρίας), or Antiochia super Cragum[1] is a Hellenistic city in ancient Cilicia, Anatolia at the mouth of Lamos (or Lamus) river. The site is on the coast a few km southwest of Erdemli, Mersin Province, Turkey.
"
349,Apollonia (Lycia),Roman,https://en.wikipedia.org//wiki/Apollonia_(Lycia),36°11′12″N,29°45′50″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Apollonia (Ancient Greek: Ἀπολλωνία) was a city in ancient Lycia. Its ruins are located near Kiliçli (Sıçak), a small village in the Kaş district of Antalya Province, Turkey.
"
350,Apollonia Salbaces,Roman,https://en.wikipedia.org//wiki/Apollonia_Salbaces,37°30′23″N,29°01′23″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Heinrich_Kiepert._Asia_citerior.Caria.jpg/800px-Heinrich_Kiepert._Asia_citerior.Caria.jpg,"Apollonia Salbaces or Apollonia Salbakes (Ancient Greek: Ἀπολλωνία Σαλβάκη) was a town in ancient Caria, Anatolia.
"
351,Aprus (Thrace),Roman,https://en.wikipedia.org//wiki/Aprus_(Thrace),40°55′37″N,27°06′26″E,,"Aprus or Apros (Ancient Greek: Ἄπρος), also Apri or Aproi (Ἄπροι), was a town of ancient Thrace and, later, a Roman city established in the Roman province of Europa.
"
352,Aydın,Roman,https://en.wikipedia.org//wiki/Ayd%C4%B1n,37°50′53″N,27°50′43″E,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Tetrapylon_-_Aphrodisias_%287471662848%29.jpg/800px-Tetrapylon_-_Aphrodisias_%287471662848%29.jpg,"Aydın (// EYE-din; Turkish: [ˈajdɯn]; formerly named Güzelhisar), Ancient and Modern Greek Τράλλεις /Tralleis/, is a city in and the seat of Aydın Province in Turkey's Aegean Region. The city is located at the heart of the lower valley of Büyük Menderes River (ancient Meander River) at a commanding position for the region extending from the uplands of the valley down to the seacoast. Its population was 207,554 in 2014.[3] 
Aydın city is located along a region which was famous for its fertility and productivity since ancient times. Figs remain the province's best-known crop, although other agricultural products are also grown intensively and the city has some light industry.
"
353,Bergama,Roman,https://en.wikipedia.org//wiki/Bergama,39°07′N,27°11′E,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Bergama%2C_Turkey.jpg/800px-Bergama%2C_Turkey.jpg,"Bergama is a populous district, as well as the center city of the same district, in İzmir Province in western Turkey. By excluding İzmir's metropolitan area, it is one of the prominent districts of the province in terms of population and is largely urbanized at the rate of 53.6%. Bergama center is situated at a distance of 118 km (73 mi) to the north from the point of departure of the traditional center of İzmir (Konak Square in Konak, İzmir) and lies at a distance of 27 km (17 mi) inland from the nearest seacoast at the town of Dikili to its west. Bergama district area neighbors the areas of three districts of Balıkesir Province to its north, namely Ayvalık, Burhaniye and İvrindi, İzmir Province district of Kınık and Manisa Province district of Soma, Manisa to its east, while to the south it is bordered by the central provincial of Manisa and two other İzmir Province districts along the coast that are Aliağa and Dikili from its south towards its west. The district area's physical features are determined by the alluvial plain of Bakırçay River.
"
354,Beyşehir,Roman,https://en.wikipedia.org//wiki/Bey%C5%9Fehir,37°41′N,31°44′E,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Tas_Kopru2.JPG/800px-Tas_Kopru2.JPG,"Beyşehir (pronounced [ˈbejʃeˌhiɾ]) is a large town and district of Konya Province in the Akdeniz region of Turkey. The town is located on the southeastern shore of Lake Beyşehir and is marked to the west and the southwest by the steep lines and forests of the Taurus Mountains, while a fertile plain, an extension of the lake area, extends in the southeastern direction. According to 2000 census, the population of the district is 118,144 of which 41,312 live in the town of Beyşehir.[3][4]
"
355,Bolu,Roman,https://en.wikipedia.org//wiki/Bolu,40°44′05″N,31°36′27″E,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Bolu_Governorship_7265.jpg/800px-Bolu_Governorship_7265.jpg,"Bolu is a city in Turkey, and administrative center of the Bolu Province. The population is 131,264 (2012 census).[3]
"
356,Çanakçı rock tombs,Roman,https://en.wikipedia.org//wiki/%C3%87anak%C3%A7%C4%B1_rock_tombs,36°31′24″N,34°10′27″E,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/%C3%87anak%C3%A7%C4%B1.jpg/800px-%C3%87anak%C3%A7%C4%B1.jpg,"Çanakçı rock tombs are a group of rock-carved tombs in Mersin Province, Turkey
"
357,Carallia (Pamphylia),Roman,https://en.wikipedia.org//wiki/Carallia_(Pamphylia),36°41′01″N,31°53′09″E,,"Carallia (Ancient Greek: Καραλλία) was a city of the Roman province of Pamphylia Prima and is mentioned in the acts of the Council of Ephesus (431).[1] The same form of the name is given in the acts of the Council of Chalcedon (451).[2]
"
358,Claudiopolis (Cappadocia),Roman,https://en.wikipedia.org//wiki/Claudiopolis_(Cappadocia),,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Heinrich_Kiepert._Asia_citerior.Cappadocia.jpg/800px-Heinrich_Kiepert._Asia_citerior.Cappadocia.jpg,"Claudiopolis (Greek: Κλαυδιόπολις, city of Claudius) was an ancient city of Cappadocia mentioned by Pliny (v. 24).  From its name one can adduce that it was named for Roman emperor Claudius.
"
359,Claudiopolis (Cataonia),Roman,https://en.wikipedia.org//wiki/Claudiopolis_(Cataonia),,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Heinrich_Kiepert._Asia_citerior.Cappadocia.jpg/800px-Heinrich_Kiepert._Asia_citerior.Cappadocia.jpg,"Claudiopolis (Greek: Κλαυδιόπολις, city of Claudius) was an ancient city of Cataonia mentioned by Ptolemy (v. 7).Its name suggests that it was named for the Roman emperor Claudius.
"
360,Claudiopolis (Cilicia),Roman,https://en.wikipedia.org//wiki/Claudiopolis_(Cilicia),36°39′06″N,33°26′30″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Turkey_relief_location_map.jpg/800px-Turkey_relief_location_map.jpg,"Claudiopolis (Ancient Greek: Κλαυδιόπολις) also called Ninica and Ninica Claudiopolis,[1] was an ancient city of Cilicia.  Ammianus[2] mentions Seleucia and Claudiopolis as cities of Cilicia, or of the country drained by the Calycadnus; and Claudiopolis was a colony of Claudius Caesar. It is described by Theophanes of Byzantium as situated in a plain between the two Taurus Mountains, a description which exactly, corresponds to the position of the basin of the Calycadnus. Claudiopolis may therefore be represented by Mut, which is higher up the valley than Seleucia, and near the junction of the northern and western branches of the Calycadnus. It is also the place to which the pass over the northern Taurus leads from Laranda.[3] Pliny mentions a Claudiopolis of Cappadocia,[4] and Ptolemy has a Claudiopolis in Cataonia.[5] Both these passages and those of Ammianus and Theophanes are cited to prove that there is a Claudiopolis in Cataonia, though it is manifest that the passage in Ammianus at least can only apply to a town in the valley of the Calycadnus in Cilicia Trachea. The two Tauri of Theophanes might mean the Taurus and Antitaurus. But Hierocles places Claudiopolis in Isauria, a description which cannot apply to the places so named of Pliny and Ptolemy. The city apparently received the Roman colony name Colonia Iulia Felix Augusta Ninica, and minted coins in antiquity.[6]
"
361,Claudiopolis (Galatia),Roman,https://en.wikipedia.org//wiki/Claudiopolis_(Galatia),,,,"Claudiopolis (Greek: Κλαυδιόπολις, city of Claudius) was an ancient city of Galatia mentioned by Ptolemy as belonging to the Trocmi.[1]  It sat on the Halys river, northwest of Carissa; but its site has not been located.[2]  From its name one can adduce that it was named for Roman emperor Claudius.
"
362,Corycus (Lycia),Roman,https://en.wikipedia.org//wiki/Corycus_(Lycia),36°26′10.1″N,30°28′42.8″E,,"Corycus (Ancient Greek: Κώρυκος, romanized: Korykos) was a Greek port city in ancient Lycia. The location of the city has not been determined with certainty. The Barrington Atlas of the Greek and Roman World places the city at 36°26′10.1″N 30°28′42.8″E﻿ / ﻿36.436139°N 30.478556°E﻿ / 36.436139; 30.478556.[1][2] This is a short distance north of the modern town Çıralı in the Kumluca district of Antalya Province, Turkey.
"
363,Cragus (Lycia),Roman,https://en.wikipedia.org//wiki/Cragus_(Lycia),,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/LYCIAN_LEAGUE%2C_Cragus%2C_Hemidrachm%2C_obverse.jpg/600px-LYCIAN_LEAGUE%2C_Cragus%2C_Hemidrachm%2C_obverse.jpg,"Cragus or Cragos or Kragos (Greek: Κράγος) was a city of ancient Lycia, Asia Minor near or on Mount Cragus; its location is in modern-day Turkey (possibly in Muğla Province).  Strabo, describes Cragus as a city amidst Mount Cragus.[1] There are coins of the town Cragus of the Roman imperial period, with the epigraph Λυκιων Κρ. or Κρα. or Κραγ.  The site of Cragus has not been determined. William Martin Leake (Geog. Journal, vol. xii. p. 164) conjectures that Cragus may be the same city as Sidyma, a place that is first mentioned by Pliny the Elder.
"
364,Dörtayak,Roman,https://en.wikipedia.org//wiki/D%C3%B6rtayak,36°08′55″N,33°19′38″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/D%C3%B6rtayak.jpg/449px-D%C3%B6rtayak.jpg,"Dörtayak is an ancient cenotaph in Aydıncık of Mersin Province, Turkey
"
365,Edirne,Roman,https://en.wikipedia.org//wiki/Edirne,41°40′37″N,26°33′20″E,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Selimiye_Mosque_and_The_Statue_of_Architect_Sinan_-_panoramio.jpg/800px-Selimiye_Mosque_and_The_Statue_of_Architect_Sinan_-_panoramio.jpg,"Edirne (US: /eɪˈdɪərnə, ɛˈ-/,[2][3] Turkish: [eˈdiɾne]), historically known as Adrianople (/ˌeɪdriəˈnoʊpəl/; Latin: Hadrianopolis; founded by the Roman emperor Hadrian on the site of a previous Thracian settlement named Uskudama)[4] is a city in Turkey, in the northwestern province of Edirne and East Thrace, close to Turkey's borders with Greece and Bulgaria (3.24 miles or 5.22 kilometers from the Greek border at the closest point).[5] Edirne was the capital city of the Ottoman Empire from 1369 to 1453,[6] before Constantinople became the empire's capital. The estimated population in 2019 was 185,408.
"
366,Elaea (Aeolis),Roman,https://en.wikipedia.org//wiki/Elaea_(Aeolis),38°57′N,27°02′E,,"Elaea (Ancient Greek: Ἐλαία and Ἐλέα) was an ancient city of Aeolis, Asia, the port of Pergamum. According to the Barrington Atlas of the Greek and Roman World, it was located near the modern town of Zeytindağ, İzmir Province, Turkey.[1] The ruins of the silted port's breakwater can be seen on satellite maps at  38°56'35.54""N  27°2'16.34""E.
"
367,Emirzeli,Roman,https://en.wikipedia.org//wiki/Emirzeli,36°32′N,34°06′E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Emirzeli%2C_Church%2C_Mersin_Province%2C_Turkey.JPG/800px-Emirzeli%2C_Church%2C_Mersin_Province%2C_Turkey.JPG,"Emirzeli (İmirzeli) is a group of ruins in Mersin Province, Turkey
"
368,Erymna,Roman,https://en.wikipedia.org//wiki/Erymna,37°04′24″N,31°35′03″E,,"
Erymna (Ancient Greek: Ἐρυμνή) or Orymna (Ancient Greek: Ὄρυμνα) was a town in ancient Pamphylia or Lycia. The form ""Orymna"" is that given in the Synecdemus and the Notitiae Episcopatuum.[1][2][3] and in the ecumenical councils,[4] but inscriptions found on the site show that the inhabitants used the form with ""E"".[1][3] Stephanus of Byzantium stated that the form used in the Lyciaca of Alexander Polyhistor was Erymnae (Ancient Greek: Ἐρυμναί, plural of Ἐρυμνή).[5] The modern name of the site is Ormana, reflecting the ancient name.[1]
"
369,Eukarpia,Roman,https://en.wikipedia.org//wiki/Eukarpia,38°28′20″N,30°07′11″E,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Heinrich_Kiepert._Asia_citerior.Phrygia.jpg/541px-Heinrich_Kiepert._Asia_citerior.Phrygia.jpg,"Coordinates: 38°28′20″N 30°07′11″E﻿ / ﻿38.4722714°N 30.1196556°E﻿ / 38.4722714; 30.1196556
Eucarpia or Eukarpia (Ancient Greek: Εὐκαρπία) was a city in Phrygia and a bishopric in the late Roman province of Phrygia Salutaris, in Asia Minor.
"
370,Gaziantep,Roman,https://en.wikipedia.org//wiki/Gaziantep,37°04′N,37°23′E,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/View_from_Gaziantep_Castle.jpg/800px-View_from_Gaziantep_Castle.jpg,"Gaziantep (Turkish pronunciation: [ɡaːˈziantep]), previously and still informally called Aintab or Antep (pronounced [anˈtep]), is the capital of Gaziantep Province, in the westernmost part of Turkey's Southeastern Anatolia Region, approximately 185 kilometres (115 mi) east of Adana and 97 kilometres (60 mi) north of Aleppo, Syria. It is probably located on the site of ancient Antiochia ad Taurum, and is near ancient Zeugma.
"
371,Gördes,Roman,https://en.wikipedia.org//wiki/G%C3%B6rdes,38°56′N,28°17′E,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/G%C3%B6rdes_Cadde_-_panoramio_-_adnan_akyol_%283%29.jpg/800px-G%C3%B6rdes_Cadde_-_panoramio_-_adnan_akyol_%283%29.jpg,"Gördes is a town and district of Manisa Province in the Aegean region of Turkey. According to the 2000 census, population of the district is 38,110 of which 10,809 live in the town of Gördes.[3][4] The district covers an area of 947 km2 (366 sq mi),[5] and the town lies at an elevation of 578 m (1,896 ft).
"
372,Hasankeyf,Roman,https://en.wikipedia.org//wiki/Hasankeyf,37°42′53″N,41°24′47″E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Hasankeyf.JPG/800px-Hasankeyf.JPG,"Hasankeyf (Arabic: حصن كيفا‎ Ḥiṣn Kayfa‘, Kurdish: Heskîf‎,[3] Armenian: Հարսնքվ Harsnk’v, Greek: Κιφας, Kiphas, Latin: Cepha, Syriac: ܚܣܢܐ ܕܟܐܦܐ‎, romanized: Ḥesno d-Kifo[4]) was an ancient town and district located along the Tigris River in the Batman Province in southeastern Turkey. It was declared a natural conservation area by Turkey in 1981.[5]
"
373,Helenopolis (Bithynia),Roman,https://en.wikipedia.org//wiki/Helenopolis_(Bithynia),40°43′24″N,29°30′08″E,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Heinrich_Kiepert._Asia_citerior.Bithynia.jpg/800px-Heinrich_Kiepert._Asia_citerior.Bithynia.jpg,"Coordinates: 40°43′24″N 29°30′08″E﻿ / ﻿40.72339°N 29.50224°E﻿ / 40.72339; 29.50224
Helenopolis (Greek: Ἑλενόπολις) or Drepana (Δρέπανα) or Drepanon (Δρέπανον) was an ancient Greco-Roman and Byzantine town and bishopric in Bithynia, Asia Minor, on the southern side of the Gulf of Astacus. It has been identified with the modern village of Hersek, in the district of Altınova, Yalova Province. It is traditionally considered as the birthplace of Saint Helena.
"
374,Idebessos,Roman,https://en.wikipedia.org//wiki/Idebessos,36°33′17″N,30°12′08″E,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Idebessos_-_Sarcophagi_with_shield_and_spear.jpg/800px-Idebessos_-_Sarcophagi_with_shield_and_spear.jpg,"Idebessos or Idebessus, also known as Edebessus or Edebessos (Ancient Greek: Ἐδεβησσός)[1] or (Ancient Greek: Ἐδεβησός),[2] was an ancient city in Lycia. It was located at the foot of the Bey Mountains to the west of the Alakır river valley. Today its ruins are found a short distance to the west of the small village of Kozağacı in the Kumluca district of Antalya Province, Turkey. The site, 21 kilometres north-northwest of Kumluca, is overgrown with forest and hard to reach.[3]
"
375,Ildır,Roman,https://en.wikipedia.org//wiki/Ild%C4%B1r,38°23′1.78″N,26°28′34.14″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Ildiri_Erythrai.JPG/800px-Ildiri_Erythrai.JPG,"
"
376,Istanbul,Roman,https://en.wikipedia.org//wiki/Istanbul,41°00′49″N,28°57′18″E,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Bosphorus_Bridge_%28235499411%29.jpeg/800px-Bosphorus_Bridge_%28235499411%29.jpeg,"
"
377,Architecture of Istanbul,Roman,https://en.wikipedia.org//wiki/Architecture_of_Istanbul,,,,"
"
378,İzmir,Roman,https://en.wikipedia.org//wiki/%C4%B0zmir,38°25′N,27°08′E,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/A_panoramic_view_of_the_Alsancak_quarter_in_Izmir.jpg/800px-A_panoramic_view_of_the_Alsancak_quarter_in_Izmir.jpg,"İzmir (UK: /ˈɪzmɪər/ IZ-meer, US: /ɪzˈmɪər/ iz-MEER; Turkish: [ˈizmiɾ]), often spelled Izmir in English, is a metropolitan city in the western extremity of Anatolia. It is the third most populous city in Turkey, after Istanbul and Ankara; and the second largest urban agglomeration on the Aegean Sea after Athens.
"
379,Kabaçam,Roman,https://en.wikipedia.org//wiki/Kaba%C3%A7am,36°30′52″N,34°09′12″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Kaba%C3%A7am.jpg/791px-Kaba%C3%A7am.jpg,"Kabaçam, a.k.a. Kabaşam, is an archaeological site of a historic settlement in Mersin Province, southern Turkey.
"
380,Kadirli,Roman,https://en.wikipedia.org//wiki/Kadirli,37°22′11″N,36°06′00″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Kadirli (formerly called Kars, and possibly the ancient Flavias
or Flaviopolis, Φλαβιόπολη in Ancient Greek), is a town and district of Osmaniye Province in the Mediterranean region of Turkey. It is located in the Çukurova plain, 41 kilometres (25 miles) from the large city of Osmaniye. Population is 84,618 (urban) and 120,950 (including rural areas) (2013 census).
"
